PHPMF1,5.5,5.6,5.5,0.0,5.5,0.0,34,1.488,270496
PIONEERINS,101.0,103.0,101.0,0.0,100.5,0.5,15,0.269,2660
POPULAR1MF,5.5,5.5,5.4,0.0,5.4,0.1,15,0.262,48213
POWERGRID,61.1,61.5,60.4,0.0,60.1,1.0,252,11.163,183197
PRAGATIINS,77.1,78.2,77.1,0.0,76.4,0.7,26,1.427,18345
PREMIERBAN,16.6,17.0,16.6,0.0,16.9,-0.3,477,34.034,2040256
PREMIERCEM,55.4,56.4,55.4,0.0,54.8,0.6,13,0.2,3600
PRIME1ICBA,7.4,7.5,7.4,0.0,7.5,-0.1,2,0.075,10000
PRIMEBANK,21.8,22.2,21.8,0.0,22.1,-0.3,104,11.343,518430
PRIMEINSUR,76.9,77.5,76.6,0.0,77.4,-0.5,17,0.3,3886
PRIMETEX,25.3,25.5,24.9,0.0,25.0,0.3,82,0.915,36311
PROVATIINS,116.5,116.5,116.5,0.0,113.6,2.9,10,0.233,2000
PTL,93.1,94.4,92.9,0.0,93.1,0.0,115,9.375,100805
PUBALIBANK,30.4,30.6,30.0,0.0,30.1,0.3,60,0.62,20626
PURABIGEN,33.8,33.8,33.4,0.0,33.5,0.3,19,0.352,10450
QUASEMIND,52.2,53.0,51.5,0.0,51.5,0.7,232,9.6,182900
QUEENSOUTH,24.8,25.0,24.6,0.0,24.5,0.3,369,11.376,457353
RAHIMTEXT,238.0,243.7,237.0,0.0,236.5,1.5,53,1.841,7697
RAKCERAMIC,44.5,45.4,44.1,0.0,44.2,0.3,174,5.121,114554
RANFOUNDRY,194.5,194.5,190.0,0.0,188.4,6.1,221,4.797,24889
RDFOOD,58.7,59.5,57.1,0.0,57.6,1.1,287,37.757,649706
RECKITTBEN,5437.9,5500.0,5365.0,0.0,5402.7,35.2,23,0.721,133
RELIANCE1,11.5,11.5,11.4,0.0,11.4,0.1,3,0.023,2050
RELIANCINS,69.5,70.3,69.2,0.0,69.0,0.5,16,0.161,2305
RENATA,1350.0,1350.0,1345.0,0.0,1343.7,6.3,76,12.327,9132
REPUBLIC,44.3,44.4,43.5,0.0,43.5,0.8,18,0.401,9211
RINGSHINE,10.1,10.1,10.0,0.0,9.9,0.2,103,2.938,292602
RUNNERAUTO,51.9,52.5,51.8,0.0,51.9,0.0,23,0.117,2262
RUPALIBANK,28.8,29.3,28.8,0.0,28.6,0.2,9,0.14,4829
RUPALIINS,35.4,35.6,35.3,0.0,35.2,0.2,16,0.203,5755
SAFKOSPINN,22.8,23.0,22.7,0.0,22.5,0.3,60,1.052,45971
SAIFPOWER,38.3,38.7,38.2,0.0,38.4,-0.1,375,33.513,872341
SAIHAMTEX,22.5,22.8,22.4,0.0,22.5,0.0,34,1.302,58026
SALAMCRST,25.2,25.8,25.0,0.0,25.1,0.1,22,0.502,20001
SALVOCHEM,54.6,55.2,54.3,0.0,54.6,0.0,149,7.828,142719
SAMORITA,96.3,96.4,94.2,0.0,94.6,1.7,95,3.102,32491
SAPORTL,29.6,29.9,29.1,0.0,29.1,0.5,204,5.839,197156
SBACBANK,13.2,13.3,13.1,0.0,13.1,0.1,85,0.644,48843
SEAPEARL,44.0,44.5,44.0,0.0,44.1,-0.1,114,4.947,112027
SEMLFBSLGF,9.0,9.1,9.0,0.0,9.1,-0.1,75,2.347,260340
SEMLIBBLSF,9.3,9.5,9.3,0.0,9.3,0.0,11,0.3,31868
SEMLLECMF,10.5,10.7,10.4,0.0,10.6,-0.1,22,0.307,29285
SHAHJABANK,22.6,22.7,22.3,0.0,22.6,0.0,27,0.701,31131
SHASHADNIM,25.5,25.5,25.0,0.0,25.0,0.5,19,0.048,1920
SHURWID,21.4,21.7,21.3,0.0,21.7,-0.3,389,17.452,815024
SIBL,15.0,15.2,15.0,0.0,14.9,0.1,27,0.467,30886
SILCOPHL,28.5,29.0,28.3,0.0,28.4,0.1,328,32.396,1125389
SILVAPHL,22.1,22.3,21.9,0.0,21.9,0.2,253,9.207,416165
SIMTEX,17.5,17.8,17.4,0.0,17.4,0.1,49,0.464,26399
SINGERBD,162.0,163.8,161.9,0.0,162.8,-0.8,46,0.438,2687
SINOBANGLA,51.5,51.7,50.5,0.0,50.7,0.8,50,0.805,15643
SKTRIMS,28.0,28.1,27.9,0.0,27.7,0.3,28,0.695,24901
SONALIANSH,467.0,468.8,460.1,0.0,460.4,6.6,130,3.385,7286
SONALIPAPR,746.5,750.0,729.7,0.0,720.9,25.6,1553,77.997,105052
SONARBAINS,61.2,61.3,60.8,0.0,61.2,0.0,35,0.469,7700
SOUTHEASTB,14.6,14.6,14.5,0.0,14.5,0.1,61,3.887,266660
SPCERAMICS,27.7,27.7,27.1,0.0,27.0,0.7,107,1.635,59606
SPCL,77.8,78.8,75.5,0.0,76.3,1.5,107,2.558,32649
SQUARETEXT,63.1,63.6,62.0,0.0,61.4,1.7,57,1.99,31740
SQURPHARMA,217.8,217.8,216.0,0.0,216.9,0.9,253,14.753,67849
SSSTEEL,19.4,19.5,19.2,0.0,19.2,0.2,101,3.039,157007
STANDARINS,62.0,63.4,61.5,0.0,62.7,-0.7,70,1.657,26887
STANDBANKL,9.7,9.7,9.6,0.0,9.6,0.1,13,0.44,45380
SUMITPOWER,38.4,38.5,38.1,0.0,38.0,0.4,59,5.156,134986
TAKAFULINS,74.0,74.5,73.0,0.0,73.9,0.1,126,2.689,36410
TAMIJTEX,266.8,267.0,257.0,0.0,261.9,4.9,442,8.775,33098
TITASGAS,41.2,41.5,40.1,0.0,40.0,1.2,315,13.963,341811
TOSRIFA,19.9,20.3,19.9,0.0,19.9,0.0,82,4.401,219313
TRUSTB1MF,6.0,6.0,5.9,0.0,5.9,0.1,9,0.185,31200
TRUSTBANK,33.6,33.6,33.6,0.0,33.5,0.1,1,0.001,18
UCB,15.5,15.6,15.5,0.0,15.4,0.1,4,0.034,2160
UNILEVERCL,2880.0,2885.0,2870.0,0.0,2872.6,7.4,14,0.304,106
UNITEDFIN,18.9,18.9,18.7,0.0,18.6,0.3,17,0.225,12010
UNITEDINS,49.2,49.2,49.1,0.0,49.9,-0.7,7,0.098,1991
UPGDCL,251.7,252.6,250.0,0.0,250.3,1.4,10,0.295,1175
UTTARABANK,28.7,28.8,28.2,0.0,28.5,0.2,347,39.896,1402914
UTTARAFIN,40.2,40.7,40.2,0.0,39.9,0.3,5,0.124,3078
VAMLBDMF1,7.9,8.0,7.9,0.0,7.8,0.1,2,0.008,1002
VAMLRBBF,7.5,7.6,7.5,0.0,7.6,-0.1,22,0.266,35445
VFSTDL,25.8,26.4,24.5,0.0,25.0,0.8,1796,163.966,6529179
WALTONHIL,1086.0,1090.0,1081.1,0.0,1085.8,0.2,11,0.043,40
WATACHEM,267.0,267.0,263.0,0.0,264.2,2.8,25,0.684,2589
